Order_ID,Date,State,City,Model,Units_Sold,Unit_Price_INR,Discount_INR,Revenue_INR,Sales_Channel,Payment_Mode,Customer_Age,Customer_Gender,Customer_Rating
OE104956,2024-02-04,Bihar,Patna,S1 X (3kWh),1,99999,0,99999,Online (Ola App),EMI - NBFC,18,Male,5.0
OE104952,2024-02-04,West Bengal,Siliguri,S1 Pro+,1,159999,5000,154999,Online (Ola App),EMI - Bank Loan,25,Male,4.0
OE104954,2024-02-04,Madhya Pradesh,Bhopal,S1 Air,1,84999,0,84999,Online (Ola App),EMI - Bank Loan,25,Male,3.5
OE104953,2024-02-04,Maharashtra,Nagpur,S1 Air,1,84999,0,84999,Ola Experience Center,EMI - Bank Loan,38,Male,4.2
OE104951,2024-02-04,Haryana,Faridabad,S1 Pro+,1,159999,2000,157999,Ola Experience Center,EMI - NBFC,37,Male,4.8
OE104955,2024-02-04,Haryana,Faridabad,S1 X (3kWh),1,99999,0,99999,Company Owned Store,Full Payment,25,Male,5.0
OE104965,2024-02-05,Gujarat,Vadodara,S1 Pro+,1,159999,0,159999,Online (Ola App),Full Payment,39,Male,5.0
OE104967,2024-02-05,Punjab,Amritsar,S1 Air,1,84999,0,84999,Dealer Partner,Full Payment,57,Male,3.8
OE104966,2024-02-05,Gujarat,Surat,S1 Pro,1,147999,0,147999,Company Owned Store,EMI - NBFC,18,Male,4.5
OE104964,2024-02-05,Haryana,Faridabad,S1 Pro,1,147999,0,147999,Online (Ola App),EMI - Bank Loan,38,Female,4.4
OE104960,2024-02-05,Karnataka,Mysuru,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,EMI - NBFC,28,Male,5.0
OE104962,2024-02-05,Haryana,Faridabad,S1 Pro,1,147999,0,147999,Company Owned Store,EMI - NBFC,21,Male,4.1
OE104961,2024-02-05,Madhya Pradesh,Indore,S1 X (3kWh),1,99999,0,99999,Company Owned Store,Full Payment,31,Male,4.8
OE104963,2024-02-05,Maharashtra,Pune,S1 X (2kWh),1,79999,8000,71999,Company Owned Store,EMI - Bank Loan,25,Female,4.4
OE104980,2024-02-06,Delhi,Rohini,S1 X+ (4kWh),2,139999,0,279998,Company Owned Store,EMI - Bank Loan,24,Male,3.5
OE104989,2024-02-06,Maharashtra,Pune,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,Full Payment,20,Male,4.6
OE104988,2024-02-06,Maharashtra,Mumbai,S1 Pro,1,147999,2000,145999,Dealer Partner,Full Payment,28,Male,4.2
OE104987,2024-02-06,Tamil Nadu,Madurai,S1 Pro,1,147999,2000,145999,Ola Experience Center,EMI - Bank Loan,18,Male,3.7
OE104986,2024-02-06,Haryana,Faridabad,S1 Pro+,1,159999,0,159999,Company Owned Store,EMI - NBFC,18,Female,3.9
OE104985,2024-02-06,Telangana,Warangal,S1 X (2kWh),1,79999,0,79999,Company Owned Store,Full Payment,32,Male,4.1
OE104984,2024-02-06,Bihar,Patna,S1 X (3kWh),1,99999,0,99999,Company Owned Store,Subvention Scheme,57,Female,4.1
OE104983,2024-02-06,Punjab,Ludhiana,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,EMI - Bank Loan,34,Male,4.1
OE104982,2024-02-06,Telangana,Warangal,S1 Pro,1,147999,5000,142999,Company Owned Store,EMI - NBFC,37,Male,3.9
OE104981,2024-02-06,Punjab,Amritsar,S1 X (3kWh),1,99999,0,99999,Company Owned Store,Full Payment,18,Female,3.1
OE104979,2024-02-06,Tamil Nadu,Madurai,S1 Air,1,84999,0,84999,Company Owned Store,EMI - Bank Loan,23,Male,4.0
OE104976,2024-02-06,Punjab,Chandigarh,S1 Air,1,84999,2000,82999,Online (Ola App),EMI - Bank Loan,32,Male,4.6
OE104977,2024-02-06,Tamil Nadu,Madurai,S1 Air,1,84999,2000,82999,Dealer Partner,Subvention Scheme,29,Male,3.9
OE104978,2024-02-06,Uttar Pradesh,Lucknow,S1 X (3kWh),1,99999,0,99999,Online (Ola App),EMI - NBFC,28,Male,3.8
OE104968,2024-02-06,Karnataka,Bengaluru,S1 Pro,1,147999,0,147999,Ola Experience Center,Subvention Scheme,47,Female,3.7
OE104970,2024-02-06,Delhi,Rohini,S1 Air,1,84999,0,84999,Ola Experience Center,EMI - NBFC,24,Female,4.4
OE104971,2024-02-06,Bihar,Patna,S1 X (3kWh),1,99999,0,99999,Dealer Partner,EMI - Bank Loan,18,Male,4.3
OE104969,2024-02-06,Haryana,Gurugram,S1 X (2kWh),1,79999,5000,74999,Online (Ola App),EMI - NBFC,51,Male,4.1
OE104973,2024-02-06,Uttar Pradesh,Varanasi,S1 X (3kWh),1,99999,0,99999,Online (Ola App),EMI - NBFC,25,Male,4.0
OE104974,2024-02-06,Karnataka,Mysuru,S1 Pro,1,147999,0,147999,Ola Experience Center,Subvention Scheme,37,Male,4.0
OE104975,2024-02-06,Haryana,Gurugram,S1 Pro+,1,159999,0,159999,Online (Ola App),Subvention Scheme,27,Female,4.4
OE104972,2024-02-06,Delhi,Dwarka,S1 X (3kWh),1,99999,0,99999,Company Owned Store,Full Payment,27,Male,4.7
OE105000,2024-02-07,Delhi,Rohini,S1 Pro,1,147999,0,147999,Ola Experience Center,Full Payment,29,Male,4.8
OE105005,2024-02-07,Gujarat,Ahmedabad,S1 Air,1,84999,0,84999,Online (Ola App),EMI - Bank Loan,31,Female,4.1
OE105004,2024-02-07,Andhra Pradesh,Vijayawada,S1 Pro+,1,159999,0,159999,Dealer Partner,Subvention Scheme,23,Female,3.2
OE105003,2024-02-07,Karnataka,Bengaluru,S1 X (3kWh),1,99999,5000,94999,Online (Ola App),Full Payment,41,Male,3.8
OE105002,2024-02-07,Tamil Nadu,Coimbatore,S1 X (3kWh),1,99999,0,99999,Online (Ola App),Subvention Scheme,33,Male,4.1
OE105001,2024-02-07,Maharashtra,Mumbai,S1 Pro,1,147999,0,147999,Ola Experience Center,Subvention Scheme,18,Male,4.4
OE105006,2024-02-07,Telangana,Warangal,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - NBFC,35,Male,2.6
OE104999,2024-02-07,Maharashtra,Nashik,S1 Pro,1,147999,0,147999,Dealer Partner,EMI - Bank Loan,39,Male,3.4
OE104995,2024-02-07,Maharashtra,Mumbai,S1 X (3kWh),1,99999,5000,94999,Dealer Partner,Full Payment,37,Male,4.2
OE104997,2024-02-07,Maharashtra,Pune,S1 Pro,1,147999,0,147999,Ola Experience Center,EMI - NBFC,22,Male,3.7
OE104996,2024-02-07,Kerala,Kochi,S1 Pro+,1,159999,0,159999,Ola Experience Center,Subvention Scheme,29,Female,4.6
OE104994,2024-02-07,Andhra Pradesh,Vijayawada,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,EMI - Bank Loan,29,Female,3.7
OE104993,2024-02-07,Kerala,Kozhikode,S1 Air,1,84999,0,84999,Company Owned Store,Full Payment,26,Female,3.9
OE104992,2024-02-07,Haryana,Gurugram,S1 Air,1,84999,0,84999,Dealer Partner,Full Payment,31,Male,4.2
OE104991,2024-02-07,Karnataka,Mangaluru,S1 Pro,1,147999,0,147999,Online (Ola App),Full Payment,36,Male,4.9
OE104990,2024-02-07,Telangana,Hyderabad,S1 Air,1,84999,0,84999,Online (Ola App),EMI - NBFC,18,Female,4.8
OE104998,2024-02-07,Maharashtra,Nashik,S1 Pro+,1,159999,0,159999,Online (Ola App),EMI - Bank Loan,27,Male,5.0
OE105014,2024-02-08,Telangana,Warangal,S1 Air,1,84999,0,84999,Company Owned Store,EMI - Bank Loan,21,Male,3.6
OE105017,2024-02-08,Andhra Pradesh,Vijayawada,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,Full Payment,33,Male,4.4
OE105016,2024-02-08,Uttar Pradesh,Lucknow,S1 X (3kWh),1,99999,0,99999,Online (Ola App),EMI - NBFC,19,Male,4.5
OE105015,2024-02-08,Andhra Pradesh,Vijayawada,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Full Payment,34,Male,3.5
OE105013,2024-02-08,Kerala,Kochi,S1 Pro,1,147999,0,147999,Online (Ola App),EMI - Bank Loan,21,Male,4.6
OE105010,2024-02-08,Tamil Nadu,Chennai,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - Bank Loan,27,Male,3.7
OE105011,2024-02-08,Karnataka,Bengaluru,S1 Air,1,84999,2000,82999,Company Owned Store,EMI - NBFC,30,Male,4.1
OE105007,2024-02-08,Maharashtra,Mumbai,S1 Air,1,84999,0,84999,Company Owned Store,Full Payment,27,Male,4.6
OE105008,2024-02-08,Haryana,Gurugram,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,EMI - NBFC,28,Male,3.8
OE105012,2024-02-08,Gujarat,Vadodara,S1 X+ (4kWh),1,139999,2000,137999,Dealer Partner,Full Payment,30,Male,3.8
OE105009,2024-02-08,Uttar Pradesh,Kanpur,S1 Air,1,84999,0,84999,Dealer Partner,Full Payment,34,Male,3.5
OE105025,2024-02-09,Madhya Pradesh,Bhopal,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),Full Payment,18,Female,3.3
OE105018,2024-02-09,Gujarat,Vadodara,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,EMI - NBFC,21,Male,4.7
OE105019,2024-02-09,Gujarat,Ahmedabad,S1 X+ (4kWh),1,139999,5000,134999,Online (Ola App),EMI - Bank Loan,35,Male,3.9
OE105020,2024-02-09,Rajasthan,Jodhpur,S1 Pro+,1,159999,8000,151999,Online (Ola App),EMI - Bank Loan,27,Female,4.8
OE105021,2024-02-09,Maharashtra,Nagpur,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - Bank Loan,24,Male,4.2
OE105022,2024-02-09,Delhi,New Delhi,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,EMI - Bank Loan,29,Male,4.1
OE105023,2024-02-09,Delhi,New Delhi,S1 Pro,1,147999,0,147999,Ola Experience Center,Full Payment,22,Male,3.4
OE105024,2024-02-09,Bihar,Patna,S1 X (2kWh),1,79999,2000,77999,Ola Experience Center,Subvention Scheme,31,Male,3.6
OE105026,2024-02-09,Rajasthan,Jodhpur,S1 X (2kWh),1,79999,0,79999,Dealer Partner,EMI - Bank Loan,24,Male,4.1
OE105027,2024-02-09,Haryana,Faridabad,S1 Pro,1,147999,2000,145999,Online (Ola App),EMI - Bank Loan,38,Female,3.8
OE105028,2024-02-09,Rajasthan,Udaipur,S1 Air,1,84999,8000,76999,Company Owned Store,Subvention Scheme,47,Male,3.8
OE105036,2024-02-10,Karnataka,Mangaluru,S1 Air,1,84999,0,84999,Company Owned Store,EMI - Bank Loan,27,Male,4.3
OE105031,2024-02-10,Tamil Nadu,Coimbatore,S1 X (3kWh),1,99999,0,99999,Dealer Partner,Subvention Scheme,24,Male,4.4
OE105035,2024-02-10,West Bengal,Kolkata,S1 Pro,1,147999,0,147999,Online (Ola App),EMI - Bank Loan,33,Female,4.4
OE105037,2024-02-10,Maharashtra,Nagpur,S1 Pro+,1,159999,2000,157999,Ola Experience Center,EMI - NBFC,29,Female,2.5
OE105034,2024-02-10,Madhya Pradesh,Bhopal,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,EMI - NBFC,28,Female,3.7
OE105029,2024-02-10,Telangana,Warangal,S1 X (2kWh),1,79999,0,79999,Company Owned Store,EMI - Bank Loan,36,Female,4.3
OE105032,2024-02-10,Karnataka,Mangaluru,S1 Pro,1,147999,0,147999,Company Owned Store,Full Payment,24,Female,4.1
OE105030,2024-02-10,Uttar Pradesh,Noida,S1 X (3kWh),1,99999,8000,91999,Dealer Partner,EMI - NBFC,31,Male,3.9
OE105033,2024-02-10,Punjab,Amritsar,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,EMI - Bank Loan,32,Male,4.3
OE105047,2024-02-11,Karnataka,Mangaluru,S1 Pro+,1,159999,0,159999,Company Owned Store,Subvention Scheme,18,Female,4.5
OE105053,2024-02-11,Uttar Pradesh,Lucknow,S1 Air,1,84999,0,84999,Company Owned Store,EMI - NBFC,29,Male,3.7
OE105052,2024-02-11,Karnataka,Bengaluru,S1 Pro,1,147999,5000,142999,Online (Ola App),Subvention Scheme,35,Female,3.7
OE105051,2024-02-11,Andhra Pradesh,Visakhapatnam,S1 X+ (4kWh),1,139999,2000,137999,Online (Ola App),EMI - NBFC,35,Female,4.3
OE105050,2024-02-11,Karnataka,Bengaluru,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,Full Payment,18,Male,4.4
OE105049,2024-02-11,Karnataka,Bengaluru,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Full Payment,35,Male,3.6
OE105048,2024-02-11,Tamil Nadu,Madurai,S1 Air,1,84999,0,84999,Company Owned Store,EMI - NBFC,34,Male,4.0
OE105054,2024-02-11,Rajasthan,Jaipur,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,EMI - Bank Loan,33,Male,3.5
OE105045,2024-02-11,Karnataka,Bengaluru,S1 X (3kWh),1,99999,0,99999,Online (Ola App),EMI - NBFC,39,Male,4.4
OE105044,2024-02-11,West Bengal,Kolkata,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - Bank Loan,19,Female,5.0
OE105043,2024-02-11,Tamil Nadu,Coimbatore,S1 Pro+,1,159999,0,159999,Ola Experience Center,EMI - NBFC,18,Male,5.0
OE105042,2024-02-11,Karnataka,Mysuru,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,EMI - Bank Loan,18,Female,4.5
OE105041,2024-02-11,West Bengal,Kolkata,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,Full Payment,26,Female,3.5
OE105040,2024-02-11,Gujarat,Surat,S1 Air,1,84999,0,84999,Company Owned Store,EMI - Bank Loan,22,Male,5.0
OE105039,2024-02-11,Karnataka,Bengaluru,S1 X+ (4kWh),1,139999,0,139999,Dealer Partner,Subvention Scheme,27,Female,3.7
OE105038,2024-02-11,Madhya Pradesh,Indore,S1 Pro,1,147999,0,147999,Company Owned Store,EMI - NBFC,35,Male,4.8
OE105046,2024-02-11,Punjab,Amritsar,S1 Pro+,1,159999,0,159999,Online (Ola App),Full Payment,33,Male,4.2
OE105065,2024-02-12,Uttar Pradesh,Varanasi,S1 Pro,1,147999,0,147999,Online (Ola App),EMI - NBFC,36,Male,4.0
OE105066,2024-02-12,West Bengal,Siliguri,S1 X (2kWh),1,79999,0,79999,Online (Ola App),EMI - Bank Loan,33,Male,4.9
OE105067,2024-02-12,Telangana,Warangal,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Full Payment,43,Male,4.5
OE105071,2024-02-12,Haryana,Gurugram,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),EMI - NBFC,25,Male,4.6
OE105069,2024-02-12,Uttar Pradesh,Noida,S1 Air,1,84999,0,84999,Online (Ola App),EMI - NBFC,28,Male,4.6
OE105070,2024-02-12,Karnataka,Mysuru,S1 X (3kWh),1,99999,2000,97999,Company Owned Store,Full Payment,19,Female,5.0
OE105072,2024-02-12,Punjab,Amritsar,S1 X (2kWh),1,79999,0,79999,Online (Ola App),Full Payment,25,Male,5.0
OE105068,2024-02-12,Kerala,Thiruvananthapuram,S1 X (3kWh),1,99999,0,99999,Online (Ola App),Subvention Scheme,25,Female,4.1
OE105064,2024-02-12,Rajasthan,Udaipur,S1 Pro,1,147999,0,147999,Company Owned Store,EMI - Bank Loan,33,Female,5.0
OE105062,2024-02-12,Karnataka,Mysuru,S1 X+ (4kWh),1,139999,2000,137999,Company Owned Store,EMI - NBFC,39,Female,4.3
OE105061,2024-02-12,Tamil Nadu,Madurai,S1 X+ (4kWh),1,139999,2000,137999,Ola Experience Center,EMI - NBFC,34,Female,3.0
OE105060,2024-02-12,Rajasthan,Udaipur,S1 Pro,1,147999,5000,142999,Online (Ola App),Full Payment,18,Male,3.5
OE105059,2024-02-12,Tamil Nadu,Chennai,S1 Pro,1,147999,5000,142999,Company Owned Store,EMI - Bank Loan,25,Female,5.0
OE105058,2024-02-12,Uttar Pradesh,Noida,S1 X (2kWh),1,79999,0,79999,Dealer Partner,Subvention Scheme,37,Female,3.2
OE105057,2024-02-12,Karnataka,Bengaluru,S1 X (2kWh),1,79999,5000,74999,Ola Experience Center,Full Payment,29,Female,3.8
OE105056,2024-02-12,Haryana,Gurugram,S1 Air,1,84999,0,84999,Online (Ola App),EMI - NBFC,23,Male,3.7
OE105055,2024-02-12,Tamil Nadu,Chennai,S1 X (2kWh),1,79999,0,79999,Company Owned Store,EMI - Bank Loan,20,Female,3.7
OE105063,2024-02-12,Uttar Pradesh,Lucknow,S1 Air,1,84999,0,84999,Company Owned Store,Subvention Scheme,35,Male,4.2
OE105081,2024-02-13,Tamil Nadu,Chennai,S1 Pro,1,147999,0,147999,Company Owned Store,EMI - Bank Loan,31,Male,3.3
OE105084,2024-02-13,Bihar,Patna,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,EMI - NBFC,31,Female,5.0
OE105083,2024-02-13,Telangana,Hyderabad,S1 X (2kWh),1,79999,2000,77999,Online (Ola App),EMI - NBFC,23,Male,4.9
OE105082,2024-02-13,West Bengal,Siliguri,S1 X+ (4kWh),1,139999,5000,134999,Company Owned Store,EMI - Bank Loan,20,Male,4.8
OE105085,2024-02-13,Kerala,Thiruvananthapuram,S1 Pro+,1,159999,0,159999,Company Owned Store,Full Payment,18,Male,4.0
OE105080,2024-02-13,Gujarat,Ahmedabad,S1 X (3kWh),1,99999,0,99999,Online (Ola App),Full Payment,18,Male,4.2
OE105076,2024-02-13,Madhya Pradesh,Indore,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - Bank Loan,29,Female,3.9
OE105078,2024-02-13,Punjab,Amritsar,S1 Pro,1,147999,2000,145999,Ola Experience Center,EMI - NBFC,42,Male,3.3
OE105077,2024-02-13,Telangana,Warangal,S1 Pro,1,147999,0,147999,Company Owned Store,Subvention Scheme,37,Female,5.0
OE105075,2024-02-13,Karnataka,Bengaluru,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,Subvention Scheme,44,Male,4.1
OE105074,2024-02-13,Karnataka,Bengaluru,S1 Pro,1,147999,5000,142999,Company Owned Store,Full Payment,20,Male,2.8
OE105073,2024-02-13,Uttar Pradesh,Lucknow,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),Subvention Scheme,22,Male,4.0
OE105079,2024-02-13,Madhya Pradesh,Bhopal,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,Full Payment,22,Male,5.0
OE105097,2024-02-14,Uttar Pradesh,Kanpur,S1 X (3kWh),1,99999,0,99999,Dealer Partner,Full Payment,25,Male,2.7
OE105096,2024-02-14,Rajasthan,Udaipur,S1 X (3kWh),1,99999,0,99999,Dealer Partner,EMI - NBFC,28,Female,4.3
OE105095,2024-02-14,Madhya Pradesh,Indore,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,EMI - Bank Loan,26,Female,4.2
OE105093,2024-02-14,Telangana,Hyderabad,S1 Air,1,84999,0,84999,Dealer Partner,EMI - Bank Loan,18,Male,3.8
OE105092,2024-02-14,West Bengal,Siliguri,S1 X+ (4kWh),1,139999,2000,137999,Online (Ola App),EMI - NBFC,30,Male,4.0
OE105094,2024-02-14,Tamil Nadu,Madurai,S1 Air,1,84999,0,84999,Online (Ola App),Subvention Scheme,18,Female,4.4
OE105090,2024-02-14,Andhra Pradesh,Visakhapatnam,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),Full Payment,45,Male,4.1
OE105089,2024-02-14,Delhi,Rohini,S1 Air,1,84999,0,84999,Ola Experience Center,EMI - NBFC,47,Male,4.1
OE105088,2024-02-14,Telangana,Hyderabad,S1 Air,1,84999,0,84999,Ola Experience Center,EMI - NBFC,40,Male,4.9
OE105087,2024-02-14,Telangana,Hyderabad,S1 X (3kWh),1,99999,0,99999,Online (Ola App),EMI - Bank Loan,36,Female,4.6
OE105086,2024-02-14,Uttar Pradesh,Lucknow,S1 Pro+,1,159999,0,159999,Online (Ola App),EMI - Bank Loan,49,Male,4.2
OE105091,2024-02-14,Uttar Pradesh,Varanasi,S1 Pro,2,147999,0,295998,Ola Experience Center,Full Payment,32,Male,4.2
OE105111,2024-02-15,Maharashtra,Nashik,S1 Pro,1,147999,2000,145999,Dealer Partner,Full Payment,24,Female,4.0
OE105112,2024-02-15,Delhi,New Delhi,S1 X (3kWh),1,99999,0,99999,Online (Ola App),EMI - Bank Loan,18,Male,4.7
OE105113,2024-02-15,Kerala,Kochi,S1 X (2kWh),2,79999,8000,143998,Company Owned Store,EMI - Bank Loan,26,Male,4.1
OE105114,2024-02-15,Maharashtra,Mumbai,S1 Pro,1,147999,0,147999,Company Owned Store,Full Payment,36,Female,3.0
OE105117,2024-02-15,Kerala,Thiruvananthapuram,S1 Pro,1,147999,5000,142999,Company Owned Store,Subvention Scheme,35,Male,4.2
OE105116,2024-02-15,Uttar Pradesh,Lucknow,S1 Pro,1,147999,8000,139999,Dealer Partner,EMI - Bank Loan,34,Male,4.5
OE105118,2024-02-15,Gujarat,Surat,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - Bank Loan,42,Male,3.3
OE105119,2024-02-15,Maharashtra,Nagpur,S1 X (3kWh),2,99999,2000,195998,Ola Experience Center,Subvention Scheme,20,Male,3.5
OE105110,2024-02-15,Karnataka,Mysuru,S1 X (2kWh),1,79999,0,79999,Online (Ola App),EMI - Bank Loan,22,Male,4.9
OE105115,2024-02-15,Haryana,Gurugram,S1 X (3kWh),1,99999,5000,94999,Company Owned Store,EMI - NBFC,25,Male,4.3
OE105109,2024-02-15,Telangana,Hyderabad,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,Full Payment,20,Male,4.4
OE105108,2024-02-15,Telangana,Warangal,S1 Pro,1,147999,0,147999,Online (Ola App),EMI - NBFC,42,Male,5.0
OE105107,2024-02-15,Punjab,Chandigarh,S1 Pro+,1,159999,0,159999,Ola Experience Center,EMI - Bank Loan,39,Female,4.5
OE105106,2024-02-15,Telangana,Hyderabad,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,Full Payment,18,Male,4.3
OE105105,2024-02-15,Maharashtra,Mumbai,S1 X+ (4kWh),1,139999,5000,134999,Online (Ola App),EMI - NBFC,34,Male,5.0
OE105104,2024-02-15,West Bengal,Siliguri,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - NBFC,32,Male,4.6
OE105103,2024-02-15,Punjab,Chandigarh,S1 X (2kWh),1,79999,0,79999,Company Owned Store,Full Payment,30,Male,4.6
OE105102,2024-02-15,Madhya Pradesh,Indore,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,Subvention Scheme,19,Female,3.8
OE105101,2024-02-15,Maharashtra,Pune,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,EMI - Bank Loan,21,Male,3.4
OE105100,2024-02-15,Kerala,Kochi,S1 Pro+,1,159999,0,159999,Online (Ola App),Subvention Scheme,21,Female,4.0
OE105099,2024-02-15,Punjab,Chandigarh,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - Bank Loan,23,Female,3.6
OE105098,2024-02-15,Bihar,Patna,S1 Pro+,1,159999,0,159999,Online (Ola App),EMI - Bank Loan,39,Male,3.2
OE105131,2024-02-16,Karnataka,Mysuru,S1 X (2kWh),1,79999,0,79999,Company Owned Store,Full Payment,37,Male,4.7
OE105130,2024-02-16,Uttar Pradesh,Noida,S1 X (2kWh),1,79999,0,79999,Company Owned Store,EMI - NBFC,27,Female,4.8
OE105129,2024-02-16,Punjab,Amritsar,S1 X (3kWh),1,99999,2000,97999,Ola Experience Center,EMI - NBFC,24,Female,3.9
OE105128,2024-02-16,Delhi,New Delhi,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,EMI - Bank Loan,51,Female,4.0
OE105127,2024-02-16,Delhi,New Delhi,S1 X (2kWh),1,79999,0,79999,Company Owned Store,Subvention Scheme,18,Male,5.0
OE105126,2024-02-16,Uttar Pradesh,Noida,S1 Pro,1,147999,5000,142999,Online (Ola App),EMI - NBFC,18,Male,4.5
OE105123,2024-02-16,Gujarat,Surat,S1 X (3kWh),1,99999,0,99999,Online (Ola App),Full Payment,35,Male,4.3
OE105124,2024-02-16,Karnataka,Mangaluru,S1 Pro,1,147999,8000,139999,Company Owned Store,Full Payment,39,Female,4.1
OE105122,2024-02-16,Tamil Nadu,Chennai,S1 X (3kWh),1,99999,0,99999,Dealer Partner,EMI - Bank Loan,25,Male,4.5
OE105121,2024-02-16,Gujarat,Ahmedabad,S1 Air,1,84999,0,84999,Online (Ola App),EMI - Bank Loan,34,Male,4.0
OE105120,2024-02-16,Maharashtra,Mumbai,S1 Pro,1,147999,0,147999,Online (Ola App),Subvention Scheme,42,Male,4.6
OE105125,2024-02-16,Kerala,Kochi,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,EMI - NBFC,31,Male,5.0
OE105140,2024-02-17,Delhi,New Delhi,S1 Air,1,84999,0,84999,Ola Experience Center,EMI - NBFC,27,Male,5.0
OE105144,2024-02-17,Uttar Pradesh,Noida,S1 X (3kWh),1,99999,0,99999,Company Owned Store,Subvention Scheme,47,Male,4.3
OE105143,2024-02-17,West Bengal,Siliguri,S1 X (2kWh),1,79999,0,79999,Company Owned Store,EMI - NBFC,30,Male,3.9
OE105142,2024-02-17,Tamil Nadu,Coimbatore,S1 Pro,1,147999,0,147999,Online (Ola App),EMI - NBFC,35,Female,4.5
OE105141,2024-02-17,Telangana,Hyderabad,S1 Pro+,1,159999,0,159999,Online (Ola App),Subvention Scheme,51,Female,4.8
OE105139,2024-02-17,Delhi,New Delhi,S1 Pro,1,147999,0,147999,Dealer Partner,EMI - NBFC,18,Male,4.0
OE105145,2024-02-17,Maharashtra,Mumbai,S1 Pro,1,147999,0,147999,Online (Ola App),Full Payment,30,Male,3.9
OE105137,2024-02-17,Haryana,Gurugram,S1 X (3kWh),1,99999,8000,91999,Online (Ola App),EMI - Bank Loan,21,Female,3.2
OE105136,2024-02-17,Uttar Pradesh,Lucknow,S1 Air,1,84999,0,84999,Ola Experience Center,Full Payment,44,Male,4.6
OE105135,2024-02-17,Bihar,Patna,S1 X (3kWh),1,99999,0,99999,Dealer Partner,EMI - Bank Loan,19,Male,4.9
OE105134,2024-02-17,Kerala,Kochi,S1 X+ (4kWh),1,139999,2000,137999,Online (Ola App),Full Payment,23,Male,4.2
OE105133,2024-02-17,Telangana,Warangal,S1 Air,1,84999,0,84999,Company Owned Store,EMI - Bank Loan,47,Female,5.0
OE105132,2024-02-17,Rajasthan,Jodhpur,S1 Pro+,1,159999,2000,157999,Online (Ola App),EMI - Bank Loan,22,Male,4.9
OE105138,2024-02-17,Maharashtra,Nashik,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),Subvention Scheme,36,Male,3.8
OE105162,2024-02-18,Punjab,Amritsar,S1 Air,1,84999,0,84999,Company Owned Store,EMI - Bank Loan,32,Male,4.2
OE105161,2024-02-18,Tamil Nadu,Coimbatore,S1 Air,1,84999,0,84999,Company Owned Store,EMI - NBFC,46,Male,5.0
OE105160,2024-02-18,Telangana,Warangal,S1 X (3kWh),1,99999,0,99999,Online (Ola App),EMI - NBFC,29,Male,3.4
OE105159,2024-02-18,West Bengal,Kolkata,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,Full Payment,34,Male,4.6
OE105158,2024-02-18,Punjab,Chandigarh,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Subvention Scheme,18,Female,5.0
OE105157,2024-02-18,Maharashtra,Mumbai,S1 X (3kWh),1,99999,5000,94999,Ola Experience Center,EMI - Bank Loan,21,Female,5.0
OE105156,2024-02-18,Karnataka,Bengaluru,S1 X (3kWh),1,99999,2000,97999,Online (Ola App),Full Payment,41,Female,4.1
